region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_001941,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=78.25,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001941.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001941.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001941.png
region_001942,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=72.50,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001942.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001942.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001942.png
region_001943,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=76.00,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001943.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001943.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001943.png
region_001944,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=71.00,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001944.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001944.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001944.png
region_001945,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=69.00,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001945.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001945.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001945.png
region_001946,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=67.00,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001946.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001946.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001946.png
region_001947,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=66.50,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001947.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001947.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001947.png
region_001948,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=67.00,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001948.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001948.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001948.png
region_001949,CG452,Enlarged Hydrology Plan,Earthwork,Furnish & Install Site Grading,Site Grading,FF=66.50,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001949.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001949.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001949.png
region_001950,CG452,Enlarged Hydrology Plan,Earthwork,Provide sediment control and basin maintenance during construction,,1. SEDIMENT WILL NOT BE ALLOWED INTO RETENTION BASIN DURING CONSTRUCTION AND DURING LANDSCAPE STABILIZATION OF SOILS. CONTRACTOR WILL BE REQUIRED TO CLEAN OR REPLACE RETENTION BASINS THAT ARE NOT MAINTAINED FREE OF SEDIMENT DURING CONSTRUCTION AND DURING ESTABLISHMENT OF ALL LANDSCAPED AREAS.,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001950.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001950.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001950.png
region_001951,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001951.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001951.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001951.png
region_001952,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001952.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001952.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001952.png
region_001953,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001953.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001953.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001953.png
region_001954,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001954.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001954.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001954.png
region_001955,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001955.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001955.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001955.png
region_001956,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001956.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001956.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001956.png
region_001957,CG452,Enlarged Hydrology Plan,Site Improvements,Furnish & Install — ADA Compliant Site Features,Others,ADA,14,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001957.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001957.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001957.png
region_001958,CG452,Enlarged Hydrology Plan,Site Improvements,Refer to the Site Improvements schedules,Schedules,Wqv (Water Quality Volume),1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001958.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001958.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001958.png
region_001959,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001959.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001959.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001959.png
region_001960,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001960.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001960.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001960.png
region_001961,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001961.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001961.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001961.png
region_001962,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001962.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001962.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001962.png
region_001963,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001963.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001963.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001963.png
region_001964,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001964.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001964.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001964.png
region_001965,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001965.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001965.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001965.png
region_001966,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001966.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001966.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001966.png
region_001967,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001967.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001967.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001967.png
region_001968,CG452,Enlarged Hydrology Plan,Irrigation,Furnish & Install Irrigation System Components,Others,IRR,13,False,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001968.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001968.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001968.png
region_001969,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,BASIN 1,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001969.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001969.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001969.png
region_001970,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,"REQUIRED DETENTION: 1,436 CF PROVIDED DETENTION: 1,848 CF PROVIDED RETENTION: 550± CF HIGHWATER ELEVATION: 4,779' BOTTOM OF STONE: 4,775' PARTIAL DETENTION 0.50 CFS/ACRE APPROXIMATELY 60% DETENTION",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001970.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001970.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001970.png
region_001971,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,BASIN 3 BASIN 3,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001971.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001971.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001971.png
region_001972,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,BASIN 4 BASIN 4,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001972.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001972.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001972.png
region_001973,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,"BASIN 3 REQUIRED DETENTION: 1,692 CF PROVIDED DETENTION: 2,232 CF PROVIDED RETENTION: 250± CF HIGHWATER ELEVATION: 4,771.50' BOTTOM OF STONE: 4,767.50' PARTIAL DETENTION 0.50 CFS/ACRE APPROXIMATELY 60% DETENTION",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001973.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001973.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001973.png
region_001974,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,"BASIN 4 REQUIRED DETENTION: 3,951 CF (SEE NOTE 3) PROVIDED DETENTION: 4,558 CF PROVIDED RETENTION: 1,200± CF HIGHWATER ELEVATION: 4,763.50' BOTTOM OF STONE: 4,758' PARTIAL DETENTION 0.50 CFS/ACRE APPROXIMATELY 60% DETENTION",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001974.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001974.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001974.png
region_001975,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,DELINEATION INCLUDES FUTURE BUILDING ROOF DRAIN AND FRONTAGE,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001975.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001975.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001975.png
region_001976,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,2. APPROXIMATED A 10 YEAR STORM EVENT IS TO BE DETAINED UNDERGROUND.,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001976.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001976.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001976.png
region_001977,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Underground Detention and Retention Systems,Storm Sewer Systems,"3. THE ROADWAY IN THE SOUTH (APPROXIMATELY 30,000 SF OF IMPERVIOUS SURFACE) IS NOT ABLE TO BE DETAINED, BASIN 4'S UNDERGROUND DETENTION SYSTEM WAS OVERSIZED TO INCORPORATE THIS VOLUME. BOTH BASIN 4 AND THE ROAD WERE SIZED WITH THE PARTIAL DETENTION RELEASE RATE OF 0.50 CFS/ACRE. BASIN 4'S ORIFICE PLATE WAS UNDERSIZED TO 0.33 CFS/ACRE AS WITH THIS RELEASE RATE A VOLUME OF APPROXIMATELY 4,000 CF IS NEEDED TO BE STORED WHICH IS EQUIVALENT TO THE COMBINED STORAGE VALUES OF BASIN 4 AND THE ROAD.",1,False,"[""POSSIBLE_DIMENSION""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001977.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001977.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001977.png
region_001978,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Pretreatment Catch Basins and Inserts,Utility Structures & Manholes,PRETREATMENT CATCH BASIN SNOUT EAST INVERT,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001978.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001978.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001978.png
region_001979,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Pretreatment Catch Basins and Inserts,Utility Structures & Manholes,PRETREATMENT CATCH BASIN SNOUT EAST INVERT,2,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001979.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001979.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001979.png
region_001980,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Pretreatment Catch Basins and Inserts,Utility Structures & Manholes,PRETREATMENT CATCH BASIN SNOUT NE INVERT,1,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001980.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001980.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001980.png
region_001981,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Overflow Boxes,Utility Structures & Manholes,OVERFLOW BOX W/ ORIFICE PLATE,3,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001981.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001981.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001981.png
region_001982,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Overflow Boxes,Utility Structures & Manholes,OVERFLOW BOX W/ ORIFICE PLATE,3,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001982.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001982.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001982.png
region_001983,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Overflow Boxes,Utility Structures & Manholes,OVERFLOW BOX W/ ORIFICE PLATE,3,False,[],,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001983.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001983.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001983.png
region_001984,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001984.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001984.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001984.png
region_001985,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001985.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001985.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001985.png
region_001986,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001986.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001986.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001986.png
region_001987,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001987.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001987.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001987.png
region_001988,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001988.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001988.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001988.png
region_001989,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001989.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001989.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001989.png
region_001990,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001990.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001990.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001990.png
region_001991,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001991.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001991.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001991.png
region_001992,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001992.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001992.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001992.png
region_001993,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001993.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001993.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001993.png
region_001994,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001994.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001994.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001994.png
region_001995,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001995.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001995.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001995.png
region_001996,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001996.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001996.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001996.png
region_001997,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001997.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001997.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001997.png
region_001998,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001998.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001998.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001998.png
region_001999,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_001999.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_001999.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_001999.png
region_002000,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002000.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002000.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002000.png
