region_id,sheet_number,bid_item,text,llm_region_type,llm_association_strength,final_validation,llm_confidence,llm_reason
region_000701,A-351,Furnish & Install Brick Veneer System,BR1,MATERIAL_TAG,DIRECT,RIGHT,HIGH,"BR1 is a dedicated material tag placed on the wall-section detail and, per the legend, identifies the brick veneer assembly (brick veneer with air gap and backup wall). This directly ties the highlighted region to the Brick Veneer bid item, with no need to infer beyond the visible tag and legend reference."
region_000702,A-351,Furnish & Install Brick Veneer System,FB2,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly contains the finish tag FB2 on a wall-section detail that is dedicated to brick veneer construction. The region therefore directly identifies the veneer finish that matches the Bid Item: Furnish & Install Brick Veneer System (Brick Veneer). The surrounding sheet context (Wall Sections) and the placement adjacent to the veneer portion provide direct evidence, not an indirect or assumed association."
region_000703,A-351,Furnish & Install Brick Veneer System,FB2,FINISH_TAG,NONE,WRONG,HIGH,"The highlighted region contains only the finish tag 'FB2' and does not explicitly identify or reference Brick Veneer, nor show any installation indication. A finish tag requires cross-reference to a finish schedule to prove association. Without such direct evidence on this region, there is no direct linkage to the Bid Item 'Furnish & Install Brick Veneer System'."
region_000704,A-351,Furnish & Install Brick Veneer System,BR1,DETAIL,DIRECT,RIGHT,HIGH,"The region contains a BR1 label directly associated with brick veneer in a wall-section context; the visual evidence is a veneer assembly in cross-section, not just a related or generic note."
region_000705,A-351,Furnish & Install Brick Veneer System,FB1,FINISH_TAG,DIRECT,RIGHT,HIGH,"1) The highlighted region shows a circular callout labeled FB1 adjacent to a wall veneer context. 2) FB1 is a finish tag, which in this drawing set is used to denote the finish material for the veneer layer. 3) The original bid item is Furnish & Install Brick Veneer System; a finish tag specifically identifying the brick veneer finish constitutes direct evidence of the bid item being represented in this region. 4) No need to rely on indirect cues or OCR; the visible finish tag itself provides direct association."
region_000706,A-351,Furnish & Install Brick Veneer System,FB1,DETAIL,NONE,WRONG,HIGH,"The highlighted region contains only a detail callout label (FB1) and a portion of a wall section. There is no visible evidence (finish labels, material callouts, or explicit brick/veneer detail) that directly identifies or references the Furnish & Install Brick Veneer System. OCR may show FB1, but the image evidence does not establish a direct association to the brick veneer bid item; it would be an indirect or unrelated reference if any."
region_000707,A-351,Furnish & Install Brick Veneer System,FB1,DETAIL,NONE,WRONG,HIGH,"The highlighted region contains labels/notes (FB1 and D3 A-602) within a wall-section detail near the roof eave. There is no visible brick veneer finish, brick masonry, or a brick veneer assembly depicted in this specific region. The region shows structural wall components, roof overhang, and related details, not the brick veneer system referenced by the Bid Item (Furnish & Install Brick Veneer System) or its associated exterior cladding details. Therefore, there is no direct evidence linking this exact region to the original bid item; any association would be indirect at best, which is not acceptable per the audit rules."
region_000708,A-351,Furnish & Install Brick Veneer System,FB1,FINISH_TAG,DIRECT,RIGHT,HIGH,"FB1 is a finish tag visible on the wall-section indicating the brick veneer finish at that location. The region shows the exterior wall finish with the tag applied, providing direct evidence of brick veneer as the finish for this bid item rather than relying on general notes or related but non-specific items."
region_000709,A-351,Furnish & Install Brick Veneer System,BR1,DETAIL,DIRECT,RIGHT,HIGH,"The region contains a brick veneer region callout (BR1) that directly points to the brick veneer portion of the wall section. The sheet context and legend confirm the region corresponds to the brick veneer system (fitting the Bid Item: Furnish & Install Brick Veneer System). There is direct, explicit linkage via the BR1 callout to brick veneer content, not merely an indirect relation."
region_000710,A-351,Furnish & Install Brick Veneer System,FB1,DETAIL,INDIRECT,WRONG,MEDIUM,"The region contains a detail-callout symbol (FB1) rather than explicit finish/work identification for brick veneer. It does not visually identify the brick veneer system or its installation; at best it references another detail. Therefore, there is no direct evidence that this region independently represents the original bid item (Furnish & Install Brick Veneer System)."
region_000711,A-351,Furnish & Install Brick Veneer System,FB1,FINISH_TAG,NONE,WRONG,MEDIUM,"The highlighted region contains a finish tag 'FB1' but provides no direct identification of brick veneer work. There is no explicit label, finish description, or detailing within this region that ties it unambiguously to the bid item 'Furnish & Install Brick Veneer System.'"
region_000712,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories",RW4,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region shows the grid reference 'RW4' and does not contain any explicit indication of gutter/downspout work, finishes, schedules, or detail entries directly associated with the bid item. Per the required criteria, a grid reference is not a bid-item indicator and provides no direct drawing evidence for Furnish & Install Gutters, Downspouts, and Associated Accessories."
region_000713,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories",RW4,DETAIL,NONE,WRONG,HIGH,"The highlighted region appears to be a roof-wall detail (A-351 Wall Sections) with RW4 marker. There is no visible gutter or downspout depiction, no annotation or symbol directly identifying gutters, downspouts, or related accessories. The bid item is Furnish & Install Gutters, Downspouts, and Associated Accessories, which requires direct depiction/labeling of that work in the region. Since the region does not provide direct evidence of gutters or downspouts, the association is not valid."
region_000714,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories",RW4,DETAIL,NONE,WRONG,HIGH,"The highlighted region displays a roof-edge detail (eave) with structural members and fascia, but there is no explicit gutter, downspout, or accessory shown or labeled. The bid item is Furnish & Install Gutters, Downspouts, and Associated Accessories, which requires direct evidence of gutters/downspouts on the region. Since the region does not visibly identify or depict that work, there is no direct association to the bid item."
region_000715,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories","DOWNSPOUT, SEE CIVIL & LANDSCAPE",DETAIL,DIRECT,RIGHT,HIGH,"The region explicitly labels a downspout and includes a detail callout (C4 A-521), directly representing a component within the bid item scope (Furnish & Install Gutters, Downspouts, and Associated Accessories). No indirect reasoning required."
region_000716,A-351,"Furnish & Install Gutters, Downspouts, and Associated Accessories",RW4,DETAIL,NONE,WRONG,HIGH,"The highlighted region visually depicts a roof-edge detail within a wall-section (RW4) and does not show or label gutters, downspouts, or any associated accessories. There is no explicit indication that this region references the bid item “Furnish & Install Gutters, Downspouts, and Associated Accessories.” By the audit rules, this constitutes no direct evidence for the bid item, and any association would be indirect at best, which is insufficient for a RIGHT decision."
region_000717,A-351,Furnish & Install Self-Adhered and Flexible Flashing Membrane,SELF ADHERED FLASHING MEMBRANE,MATERIAL_TAG,NONE,WRONG,HIGH,"The highlighted region is a membrane legend entry reading 'SELF ADHERED FLASHING MEMBRANE'. It is part of a legend on the General Notes page and does not itself identify the actual work to be performed (furnish & install) or the full scope (includes Flexible) of the bid item. There is no direct reference to the bid item as a task/location detail; at best it is a material type listed in a legend, which constitutes an indirect or no association rather than a direct one."
region_000718,A-351,Furnish & Install Continuous Flexible Silicone Membrane Flashing,CONTINUOUS FLEXIBLE SILICONE MEMBRANE FLASHING,SPECIFICATION_TEXT,NONE,WRONG,HIGH,"The highlighted region is part of a legend (Membrane Legend) listing types of membrane flashing. While the OCR text matches the bid item wording, the region does not directly identify a concrete work location, assembly, or finish tied to a specific region in the drawing. The Legend is a specification/notation aid, not a direct depiction or callout of the furnishing/installation work for this bid item. Per the rules, specification text in this context does not constitute direct evidence of the bid item for this specific region. Therefore, no direct association is established."
region_000719,A-351,Furnish & Install Self-Adhered Single-Ply Roofing Membrane,SELF-ADHERED SINGLE-PLY ROOFING MEMBRANE,MATERIAL_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly includes the exact material designation 'SELF-ADHERED SINGLE-PLY ROOFING MEMBRANE' within the Membrane Legend on this sheet. This is a material-label evidence directly identifying the work/material of the bid item (Furnish & Install Self-Adhered Single-Ply Roofing Membrane) rather than a general note, room label, or indirect association. The evidence is explicit and not inferred from OCR alone."
region_000720,A-351,Furnish & Install High Temperature Roof Underlayment,"ROOF UNDERLAYMENT, HIGH TEMP",MATERIAL_TAG,DIRECT,RIGHT,HIGH,"The highlighted area shows a membrane legend entry with the exact material descriptor 'ROOF UNDERLAYMENT, HIGH TEMP'. This directly identifies the material/work referenced by the bid item (high temperature roof underlayment) rather than merely indicating related or adjacent work. There is no need to infer from same-trade or general notes; the label itself is a direct reference to the bid item. Evidence is visible on the membrane legend on Sheet A-351. "
region_000721,A-351,Furnish & Install Self-Adhered Foil-Faced Membrane,SELF ADHERED FOIL-FACED MEMBRANE,MATERIAL_TAG,DIRECT,RIGHT,HIGH,"The highlighted region clearly shows the Membrane Legend with an explicit item labeled “SELF ADHERED FOIL-FACED MEMBRANE.” This is a direct identification of the material/work category listed in the Bid Item (Furnish & Install Self-Adhered Foil-Faced Membrane). The region is not a room label, general note, or unrelated specification text; it directly labels the membrane type that the bid item concerns. Therefore, the evidence is direct and unambiguous, supporting a RIGHT decision with HIGH confidence."
region_000722,A-351,Furnish & Install Ice And Water Shield Membrane,ICE & WATER SHIELD,SPECIFICATION_TEXT,DIRECT,RIGHT,HIGH,"Region content exactly 'ICE & WATER SHIELD' appears in the Membrane Legend, which directly identifies the membrane material to be used. It is a direct material label (not a room label, grid, or general note) and corresponds to the bid item without requiring interpretation. No assumption needed."
region_000723,A-351,Furnish & Install Weather Resistant Barrier (WRB),WEATHER RESISTANT BARRIER (WRB),SPECIFICATION_TEXT,DIRECT,RIGHT,HIGH,The highlighted region contains the text 'WEATHER RESISTANT BARRIER (WRB)' within the Membrane Legend (a legend detailing membrane types). This is a direct label of the material (WRB) and matches the original bid item 'Furnish & Install Weather Resistant Barrier (WRB)'. It is not a generic note or unrelated text; it explicitly identifies the bid-item material and its labeling in the drawing. No reliance on indirect reasoning is needed.
region_000724,A-351,Furnish & Install Vapor Control Layer (VCL) And Smart Vapor Retarder,VAPOR CONTROL LAYER (VCL),FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly contains the exact label 'VAPOR CONTROL LAYER (VCL)' within the Membrane Legend, which directly identifies the finish/work referenced by the bid item. It is not a generic note or indirect reference; it explicitly designates the vapor control layer as the item."
region_000725,A-351,Furnish & Install Vapor Control Layer (VCL) And Smart Vapor Retarder,SMART VAPOR RETARDER,SPECIFICATION_TEXT,DIRECT,RIGHT,HIGH,"The region content is a legend entry that exactly labels the Smart Vapor Retarder, a component specified in the bid item. This is a direct identification of the material/work (not an indirect cue like trade, room, or related notes). The evidence is unambiguous in the image: the legend lists 'SMART VAPOR RETARDER' as a distinct item, which directly aligns with the bid item. OCR hints are not required for this conclusion; the visual label itself provides the direct link."
region_000726,A-351,Furnish & Install Below Slab Vapor Barrier,"VAPOR BARRIER, BELOW SLAB",SPECIFICATION_TEXT,DIRECT,RIGHT,HIGH,"The highlighted region contains the exact phrase “VAPOR BARRIER, BELOW SLAB” as a legend entry on sheet A-351. This text directly names the barrier below the slab, which matches the bid item wording “Furnish & Install Below Slab Vapor Barrier.” The region therefore explicitly identifies the work type (vapor barrier below slab) rather than a generic note or an indirect cue, satisfying direct association with the bid item. OCR may confirm the text, but the visual evidence (legend entry) provides the direct link."
region_000727,A-351,Furnish & Install Below Grade Dampproofing,BELOW GRADE DAMPPROOFING,MATERIAL_TAG,DIRECT,RIGHT,HIGH,The highlighted region contains the exact material name 'BELOW GRADE DAMPPROOFING' in the MEMBRANE LEGEND. This is a direct label of the material/work and corresponds identically to the bid item 'Furnish & Install Below Grade Dampproofing'. No inference or indirect reasoning is required.
region_000728,A-351,Furnish & Install Fluid-Applied Waterproofing,FLUID-APPLIED WATERPROOFING,FINISH_TAG,NONE,WRONG,HIGH,"The highlighted region appears to be a legend/finish label reading 'FLUID-APPLIED WATERPROOFING' rather than a region that directly identifies, locates, or references the actual below-grade waterproofing work. Specification text or legend entries are not direct evidence of the bid item in a specific drawing region, per the required direct association criteria."
region_000729,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"The highlighted region contains the label CG1.11, which is a detail callout referencing a corner guard. This is a direct drawing evidence of the specific bid item (Furnish & Install Corner Guards). The region shows the corner area where such guards would be installed and the CG1.11 tag directly ties to the corner guard detail, not merely related finish or same-trade work. No assumption or OCR-only inference used."
region_000730,A-351,Furnish & Install Corner Guards,CG1.11,EQUIPMENT_TAG,DIRECT,RIGHT,HIGH,"CG1.11 is a explicit corner guard callout/tag in the drawing region, directly tying to the bid item 'Furnish & Install Corner Guards' rather than merely implying related work. The evidence is visual (the CG1.11 tag) and not inferred from OCR or adjacent trades."
region_000731,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"The tightly-cropped region shows a CG1.11 callout adjacent to a wall corner, which is a direct identifier for a corner-guard detail. The original bid item is 'Furnish & Install Corner Guards,' and the region’s labeling is a direct reference to a corner-guard detail/work item rather than a generic finish or unrelated label. The evidence is visual (the CG1.11 callout) rather than inferred from OCR or adjacent trades."
region_000732,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"The highlighted region shows aCG1.11 detail callout placed at a wall corner in the A-351 Wall Sections. The label CG1.11 directly denotes a corner guard detail, which is the explicit work item in the bid: Furnish & Install Corner Guards. This is a direct representation (the region itself visibly identifies the specific corner guard detail and its location) rather than an indirect or informational note. No assumption beyond the visible CG1.11 designation is needed."
region_000733,A-351,Furnish & Install Corner Guards,CG1.11,EQUIPMENT_TAG,DIRECT,RIGHT,HIGH,"CG1.11 is a specific corner-guard equipment tag/callout visible on the region. This is a direct reference to the corner guard work item rather than an indirect or incidental connection (e.g., same trade or general finish). The evidence is explicit in the drawing region itself, not inferred from other data."
region_000734,A-351,Furnish & Install Corner Guards,CG1.11,EQUIPMENT_TAG,DIRECT,RIGHT,HIGH,"The highlighted area contains the explicit corner-guard tag CG1.11, which directly identifies the work to furnish & install corner guards. The tag is placed in the wall-section region where a corner guard would be installed, providing a direct reference to the bid item rather than an indirect association (e.g., room name, trade, or unrelated text)."
region_000735,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"CG1.11 is visible in the highlighted region as a detail/callout label specific to Corner Guards. This is not a generic finish or room label; it is a direct reference to the corner-guard work and is located on the wall-section sheet (A-351) where such details are typically depicted. The whole-sheet locator confirms the region corresponds to the corner-guard detail area, and the OCR text CG1.11 corroborates the intent. Therefore, there is a direct, unambiguous association with the bid item."
region_000736,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"The highlighted region contains the exact corner-guard detail identifier (CG1.11) and appears as a dedicated corner-guard detail within the wall sections. This is a direct reference to the corner guard work, not just related or similar trade work. No inference from OCR or indirect cues is required."
region_000737,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"The highlighted region shows the label CG1.11, a detail callout that represents a corner guard element in the wall section. This is a direct identifier for the corner guard work on the bid item (Furnish & Install Corner Guards), not merely related by category or trade. The region itself functions as a direct drawing reference to the corner guard detail, not an indirect association."
region_000738,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,The region shows a detail label CG1.11 within a wall-section context. CG1.11 directly identifies the specific corner guard detail referenced in the bid item (Corner Guards). No indirect or ambiguous evidence present; the evidence is a direct callout to a corner guard detail.
region_000739,A-351,Furnish & Install Corner Guards,CG1.11,DETAIL,DIRECT,RIGHT,HIGH,"CG1.11 is a direct detail reference for a corner guard, matching the bid item 'Furnish & Install Corner Guards'. The region’s label is a specific corner-guard detail callout, not an indirect or generic indication."
region_000740,A-351,Furnish & Install Corner Guards,CG1.11,EQUIPMENT_TAG,DIRECT,RIGHT,HIGH,"The highlighted region contains the CG1.11 equipment tag, a direct identifier of the corner guard item. This tag explicitly references the corner guard work and is not inferred from related trades or general notes; it directly ties to the original bid item."
region_000741,A-421,Furnish & Install Gypsum Board Type GB-1,LIVING A GB-1 P-1 RB-1 C-1 180 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows a finish-tag cluster for the Living A area that includes GB-1, which directly corresponds to the bid item 'Furnish & Install Gypsum Board Type GB-1'. The presence of the GB-1 tag (Gypsum Board) and the stated area (180 SF) provide a direct reference to the bid item and its scope in this region."
region_000742,A-421,Furnish & Install Gypsum Board Type GB-1,BEDROOM G GB-1 P-1 CB-1 C-1 128 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly includes the finish tag GB-1 in the room label block for Bedroom G, along with related finish identifiers (P-1, CB-1, C-1) and an area (128 SF). GB-1 is the exact bid item code for Gypsum Board Type GB-1, matching the requirement to directly identify the bid item. This is not merely a room label or indirect reference; the GB-1 tag itself is a direct finish reference tied to the bid item."
region_000743,A-421,Furnish & Install Gypsum Board Type GB-1,PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly contains the finish code GB-1 within a finish tag for the PRIMARY BEDROOM, which directly identifies the gypsum board type referenced by the bid item. There is no need for interpretive or indirect reasoning."
region_000744,A-421,Furnish & Install Gypsum Board Type GB-1,KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The region shows a finish code GB-1 (Gypsum Board) in the Kitchen finish cell, along with related finish codes (P-1, RB-1/RB-2, LVT-1) and the area (132 SF). This is a direct indication of the gypsum board work for that space, matching the Bid Item Furnish & Install Gypsum Board Type GB-1. It is not merely a room label or a general note; it explicitly identifies the material to be installed in this region."
region_000745,A-421,Furnish & Install Gypsum Board Type GB-1,LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF,SCHEDULE,DIRECT,RIGHT,HIGH,The region content explicitly shows Laundry E and Gypsum Board Type GB-1 as a finish item with the area (59 SF). This is a direct reference to the bid item 'Furnish & Install Gypsum Board Type GB-1' rather than a general or indirect association.
region_000746,A-421,Furnish & Install Gypsum Board Type GB-1,HALL H GB-1 P-1 RB-1 LVT-1 71 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,GB-1 is present as a finish tag within the region and is paired with the hall area and a quantified area (71 SF); this constitutes direct identification of the bid item 'Furnish & Install Gypsum Board Type GB-1'. No indirect reasoning or cross-reference is required.
region_000747,A-421,Furnish & Install Gypsum Board Type GB-1,MECH M GB-1 P-1 RB-1 EF-1 34 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows a finish tag listing GB-1 (Gypsum Board Type GB-1) with a mechanical area designation and area quantity. This is direct evidence of the Bid Item Furnish & Install Gypsum Board Type GB-1, not merely an indirect association."
region_000748,A-421,Furnish & Install Gypsum Board Type GB-1,CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF,SCHEDULE,DIRECT,RIGHT,HIGH,"The highlighted region shows a finish-schedule style line for Closet C that includes GB-1 explicitly. GB-1 is the exact gypsum board type from the Bid Item (Furnish & Install Gypsum Board Type GB-1). This region directly identifies the material/work (gypsum board) and the specific type (GB-1) rather than merely implying a related finish. It is not a generic room label or a grid reference; it is a schedule entry that assigns the bid item code (GB-1) to Closet C, with additional finishes (P-1, RB-1, LVT-1, 9 SF) that support the schedule context. Therefore the association is direct and correct."
region_000749,A-421,Furnish & Install Gypsum Board Type GB-2,BATH D GB-2 EP-1 TB-1 T-2 49 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows GB-2 designated for a bath area (Bath D) with a measured area (49 SF). This directly identifies the gypsum board type GB-2 as the required bid item and provides explicit evidence of the work and material to be furnished and installed, not merely related or inferred from other data."
region_000750,A-421,Furnish & Install Tile Backer Board And Moisture Resistant Gypsum Board In Wet Areas,"C. WHERE THE FINISH SCHEDULE OR INTERIOR ELEVATIONS CALL FOR TILE, REPLACE GYPSUM BOARD SHOWN IN THE WALL'S ASSEMBLY WITH TILE BACKER BOARD WHERE TILE OCCURS. REPLACE OTHER GYPSUM BOARD SHOWN IN THAT WALL'S ASSEMBLY WITH MOISTURE RESISTANT GYPSUM BOARD WHERE NO TILE OCCURS.",GENERAL_NOTE,DIRECT,RIGHT,HIGH,"The highlighted region is a GENERAL NOTE that explicitly instructs to use tile backer board where tile occurs and moisture resistant gypsum board where tile does not occur. These are exactly the materials described in the original bid item, providing a direct association between the region and the bid item."
region_000751,A-421,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes,G. ALL SOFFIT DIMENSIONS ARE TO FACE OF FINISH MATERIAL.,GENERAL_NOTE,NONE,WRONG,HIGH,"The highlighted region contains a General Note about soffit dimensions and finish material, not a direct reference to the bid item. It does not identify, label, locate, or explicitly reference the original bid item (Furnish & Install Wall Framing Continuous To Deck). There is no direct evidence connecting this region to wall framing; any link would be indirect and not sufficient for a RIGHT association."
region_000752,A-421,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes,"I. FOR TYPICAL CEILING AND SEISMIC BRACING DETAILS, REFER TO A700s SHEET SERIES.",GENERAL_NOTE,NONE,WRONG,HIGH,"1) The region is a GENERAL NOTES block labeled 'GENERAL NOTES - ENLARGED FLOOR PLANS' with bullet-type content about ceiling heights and related notes, not a component that directly names or details wall framing or metal framing. 2) There is no explicit text, label, schedule, or detail that identifiably corresponds to the Bid Item 'Furnish & Install Wall Framing Continuous To Deck And As Per General Notes' (Metal Framing). 3) Without relying on OCR hints, the visual evidence does not show a direct association to the bid item; the content is generic notes applicable to multiple aspects of the plan set. 4) Therefore, the region does not provide DIRECT evidence linking it to the bid item; the correct classification is NONE, and the overall decision is WRONG. "
region_000753,A-421,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes,A. ALL NEW WALL ASSEMBLIES ARE CONTINUOUS TO BOTTOM OF DECK UNLESS NOTED OTHERWISE.,GENERAL_NOTE,DIRECT,RIGHT,HIGH,"The region contains a general note explicitly describing the performance requirement for wall assemblies (continuous to the bottom of the deck). This directly matches the bid item scope (Furnish & Install Wall Framing Continuous To Deck), not merely an indirect or related concept."
region_000754,A-421,Furnish & Install Wood Blocking and Backing,D. PROVIDE REQUIRED BLOCKING AND SUPPORT FOR CEILING FANS AND ALL OTHER CEILING MOUNTED FIXTURES.,GENERAL_NOTE,NONE,WRONG,HIGH,"The region shows a general blocking requirement for ceiling fixtures but does not explicitly identify or reference the original bid item 'Furnish & Install Wood Blocking and Backing' (no 'wood' or 'backing' specified). Therefore there is no direct evidence tying this region to the bid item; at best it is an indirect/similar concept, not a direct association."
region_000755,A-421,Furnish & Install Wood Blocking and Backing,"D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTURES, EQUIPMENT, CASEWORK, AND/OR SYSTEMS FURNITURE. COORDINATE WITH FLOOR PLANS, AND INTERIOR ELEVATIONS PRIOR TO THE COVERING OF STUD FRAMING. REFER TO MANUFACTURER'S RECOMMENDATIONS WHERE APPLICABLE, OTHERWISE REFER TO DETAILS ON A700s SHEET SERIES.",GENERAL_NOTE,INDIRECT,WRONG,HIGH,"The region is a general note about backing for fixtures/equipment and does not directly identify or label the bid item (Furnish & Install Wood Blocking and Backing). It does not explicitly reference 'wood blocking' or an associated detail/schedule that maps unambiguously to the bid item. Therefore, it does not meet the DIRECT association requirement; the link is only indirect."
region_000756,A-421,Furnish & Install Wood Blocking and Backing,"D. PROVIDE BACKING / SUPPORT FOR ALL MOUNTED FIXTURES, EQUIPMENT, CASEWORK, AND/OR SYSTEMS FURNITURE. COORDINATE WITH FLOOR PLANS, AND INTERIOR ELEVATIONS PRIOR TO THE COVERING OF STUD FRAMING. REFER TO MANUFACTURER'S RECOMMENDATIONS WHERE APPLICABLE, OTHERWISE REFER TO DETAILS ON A700s SHEET SERIES.",GENERAL_NOTE,INDIRECT,WRONG,MEDIUM,"The region explicitly mentions BACKING as a requirement, which relates to part of the bid item, but it does not explicitly identify 'Wood Blocking' nor link to a specific location, finish, or detail that would prove a direct association to the ORIGINAL BID ITEM as furnished. It is a general note rather than a direct depiction of the wood blocking/work."
region_000757,A-421,Furnish & Install Insulation Accessories (Baffles And Box Outs),F. LIGHT FIXTURES IN CEILINGS TO RECEIVE BATT INSULATION ON TOP SHALL HAVE A BOX OUT TO PROTECT THE INSULATION FROM THE HEAT OF THE LIGHT SOURCE.,GENERAL_NOTE,DIRECT,RIGHT,HIGH,"The region text directly mentions a box out (insulation accessory) in the context of ceiling lighting and insulation, which is a direct reference to the bid item’s scope (Box Outs as part of Insulation Accessories). The note uses the exact term 'BOX OUT' and ties it to insulation, aligning specifically with the bid item components rather than merely implying a related trade. "
region_000758,A-421,"Furnish & Install Gutters, Downspouts, and Associated Accessories",DS,PLAN_GEOMETRY,NONE,WRONG,HIGH,"The highlighted region shows an interior bathroom layout with plumbing fixtures, not any gutter or downspout work. There is no direct indication (label, symbol, or detail) that ties this region to the bid item 'Furnish & Install Gutters, Downspouts, and Associated Accessories'. OCR text is not considered decisive evidence, and the region does not explicitly reference the bid item."
region_000759,A-421,"Furnish & Install Gutters, Downspouts, and Associated Accessories",DS,EQUIPMENT_TAG,DIRECT,RIGHT,HIGH,"The region visibly contains the DS equipment tag, and the legend explicitly defines DS as DOWNSPOUT. This is a direct label for a component of the bid item (gutters, downspouts, and associated accessories) and not merely an indirect reference (same trade, similar scope, or a related but non-identifying note). The evidence is textual/graphic within the region and tied to the specific downspout work on the exterior, satisfying the 'direct association' criterion."
region_000760,A-421,"Furnish & Install Expansion Joint Systems, Fillers, and Sealants",H. SEE G SERIES SHEETS FOR EXPANSION JOINT SCHEDULE.,GENERAL_NOTE,DIRECT,RIGHT,HIGH,"The highlighted region contains the explicit General Note line 'SEE G SERIES SHEETS FOR EXPANSION JOINT SCHEDULE.' This directly references the expansion joint schedule on another sheet, which is the specific scope related to the Bid Item 'Furnish & Install Expansion Joint Systems, Fillers, and Sealants' (Expansion Joint Sealants). Although it does not show the physical work itself, it directly points to the schedule that defines the expansion joint requirements, fulfilling a direct association rather than a mere indirect or speculative link."
region_000761,A-421,Furnish & Install Coordination For Reversed Door Handings In Mirrored Units,SOME UNITS MAY BE MIRRORED IN OVERALL PLANS OR UNIT SCHEDULE. DOOR HANDINGS AND LOCKSETS WILL BE REVERSED.,GENERAL_NOTE,INDIRECT,WRONG,MEDIUM,"The highlighted text is a general note about potential unit mirroring and reversed door handings. It does not label, identify, or explicitly reference the specific bid item work (Furnish & Install Coordination For Reversed Door Handings In Mirrored Units) as a task or detail. Although it mentions reversed handings, it is not a direct coordinate/install instruction or schedule entry for the bid item, so the association is indirect rather than direct."
region_000762,A-421,Furnish & Install Coordination For Reversed Door Handings In Mirrored Units,"I. WHERE DOOR LOCATIONS ARE NOT DIMENSIONED, SEE DETAILS REFERENCED IN DOOR SCHEDULE BY SPECIFIC CONDITION. OTHERWISE, THE HINGE SIDE OF DOOR ROUGH OPENINGS SHALL BE LOCATED 4"" FROM THE ADJACENT PERPENDICULAR WALL, SUBJECT TO MAINTENANCE OF REQUIRED ADA CLEARANCES REFERENCED IN THE G700s SHEET SERIES.",GENERAL_NOTE,INDIRECT,WRONG,HIGH,"The region shown is a GENERAL NOTE about door locations and hinge-side offsets, referencing the door schedule and ADA clearances. It does not explicitly identify, label, or indicate any coordination task specific to reversed door handings in mirrored units. Therefore there is no direct evidence connecting this region to the bid item; any relevance is indirect at best."
region_000763,A-421,Furnish & Install Floor Tile,BATH D GB-2 EP-1 TB-1 T-2 49 SF,SCHEDULE,DIRECT,RIGHT,HIGH,"The highlighted region contains a Bath finish schedule entry that explicitly specifies floor tile (tile type T-2) and the area (49 SF). This is a direct reference to the tile work rather than a generic room label or an indirect note, satisfying the direct association criteria for the bid item."
region_000764,A-421,Furnish & Install Floor Tile,LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF,SCHEDULE,DIRECT,RIGHT,HIGH,The highlighted region explicitly lists the Laundry space and assigns tile finish T-2 with a specific area (59 SF) in the Finish Floor Plan. This directly identifies floor tile work for that room and aligns with the bid item 'Furnish & Install Floor Tile'.
