llm_status,llm_region_type,llm_identified_content,llm_direct_bid_item_evidence,llm_association_strength,llm_decision,llm_confidence,llm_reason,llm_error,llm_attempts,row_index,region_id,sheet_number,bid_item
SUCCESS,GRID_REFERENCE,E5 grid reference bubble,"No direct evidence; region is a grid reference label (E5) not a component, schedule, or finish/work identifying item.",NONE,WRONG,HIGH,"The highlighted region shows a blue-circled 'E5' grid reference bubble with dashed lines. There is no depiction of electrical components, equipment tags, finishes, or a schedule entry that explicitly identifies or references the Bid Item 'Furnish & Install Unidentified Electrical Components for Estimator Review'. According to the guidelines, a grid reference is not a bid item and cannot provide direct evidence of the bid work. Therefore, the region has NO direct association with the bid item.",,1,508,region_000508,A-005,Furnish & Install Unidentified Electrical Components for Estimator Review
SUCCESS,GRID_REFERENCE,E5,"Region contains only a grid reference label 'E5' with no explicit bid-item content (no equipment tag, finish, or schedule entry). Grid references are not bid items per the rules.",NONE,WRONG,HIGH,"The highlighted region shows a grid reference label (E5) and does not depict any direct indication of electrical components or related work. According to the Special Rule GRID REFERENCES, a grid reference is not a bid item and does not provide direct evidence for the bid item. Therefore there is no direct association to the bid item 'Furnish & Install Unidentified Electrical Components'.",,2,509,region_000509,A-005,Furnish & Install Unidentified Electrical Components for Estimator Review
SUCCESS,EQUIPMENT_TAG,EW,"No direct evidence detected. The region shows a blue-circled equipment tag labeled 'EW' but there is no explicit reference to electrical components to be furnished and installed, no part numbers, no equipment descriptions, and no installation details within this region.",NONE,WRONG,HIGH,"What is visibly present: a blue circled tag 'EW' adjacent to a small interior area on the roof plan. What it represents: an equipment tag label, not a specific electrical component or installation instruction. Direct evidence connecting this region to the Bid Item 'Furnish & Install Unidentified Electrical Components' is not observed—the tag alone does not identify a particular electrical work, equipment, or installation scope. No schedule, detail, or component description explicitly tied to electrical installation is visible in this region. Therefore, the region does not provide direct evidence for the bid item and is considered a WRONG association (NONE).",,1,510,region_000510,A-005,Furnish & Install Unidentified Electrical Components for Estimator Review
SUCCESS,SPECIFICATION_TEXT,A small vertical rectangular label with the text '50A' located in the highlighted region (an annotation within the roof plan). The text appears to be a rating/value rather than a drawing of an electrical component or equipment tag.,"No direct visual evidence of a furnished/installed electrical component. The region shows only a textual/specification annotation ('50A') and a detail callout context (A-201) rather than an identifiable electrical device, panel, fixture, or equipment tag that would directly correspond to the bid item.",NONE,WRONG,MEDIUM,"The region contains a specification/text element ('50A') within a rectangular annotation, which does not directly identify or label a specific electrical component or work item. The bid item requires a direct depiction/label of the electrical components to be furnished and installed; a stray rating text or annotation does not provide direct evidence of that work.",,1,511,region_000511,A-005,Furnish & Install Unidentified Electrical Components for Estimator Review
SUCCESS,EQUIPMENT_TAG,EY,"The region shows EY equipment tags (blue circled EY labels) but there is no explicit reference to the bid item text (Furnish & Install Unidentified Electrical Components) or any specific electrical component/work. No label, schedule, detail, or tag directly tying this region to the bid item.",NONE,WRONG,HIGH,"The highlighted region contains only generic EY equipment tags without explicit identification of the electrical components or installation work described in the bid item. There is no direct evidence in the region that identifies, locates, or references the bid item; relying on indirect associations (same trade, general electrical context) is not permitted for a direct association.",,1,512,region_000512,A-005,Furnish & Install Unidentified Electrical Components for Estimator Review
SUCCESS,EQUIPMENT_TAG,EY,No direct bid item evidence observed; region shows only an equipment tag (EY) without a schedule reference or explicit item description.,INDIRECT,WRONG,MEDIUM,"The highlighted region displays a blue circular equipment tag labeled EY, which denotes an EQUIPMENT_TAG used to reference electrical components on the plan. There is no explicit text, note, or schedule entry within the region that directly identifies or maps to the Bid Item 'Furnish & Install Unidentified Electrical Components' (Others). Therefore the region does not provide direct evidence of the bid item; at best it offers an indirect electrical-tag association. A direct association would require an explicit schedule entry or label within the region that ties EY to the bid item.",,1,513,region_000513,A-005,Furnish & Install Unidentified Electrical Components for Estimator Review
SUCCESS,PLAN_GEOMETRY,"A small segment of the architectural roof plan showing interior wall lines and a doorway; no finish calls, baseboard tags, or Wall Base-related labels are visible within this highlighted region.",None – no wall base or finish tag/schedule visible in the region.,NONE,WRONG,HIGH,"The highlighted region contains basic plan geometry (walls/door) with no explicit reference to Furnish & Install Wall Base. There is no finish indication, baseboard symbol, or schedule entry directly tying this region to the bid item. Any relevance would be indirect at best, which does not meet the DIRECT association requirement.",,1,514,region_000514,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B1,"No direct bid item evidence; the region is a circular grid reference bubble (B1) used for sheet/location reference, not a finish/work item.",NONE,WRONG,HIGH,"The highlighted region is a grid reference bubble labeled B1, which serves to locate features on the plan. It does not identify or reference the bid item 'Furnish & Install Wall Base' in any direct manner (no finish/material, room label, schedule, or detail linked to the bid item is shown).",,1,515,region_000515,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B4,"Grid reference bubble/line (B4); does not identify finish, material, or work related to Furnish & Install Wall Base.",NONE,WRONG,HIGH,"The highlighted region shows a grid reference label 'B4' along a grid line. It does not depict any finish/work, material, or item related to the Bid Item (Furnish & Install Wall Base). According to the GRID_REFERENCE rule, a grid bubble/line does not constitute direct evidence of the bid item, so there is no direct association with the bid item.",,1,516,region_000516,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B4,No direct bid item evidence; region shows a grid reference bubble 'B4' with no finish/work indication tied to 'Furnish & Install Wall Base'.,NONE,WRONG,HIGH,"The highlighted region visibly contains a blue circular label reading 'B4' (grid reference) with a dashed leader. This is a location reference, not a finish item or work description. A grid reference does not directly identify or reference the bid item 'Furnish & Install Wall Base' (no material, finish, or schedule detail is shown). Therefore there is no direct association to the bid item. The evidence is based on the image content (grid bubble) rather than OCR alone. No assumption is required.",,1,517,region_000517,A-005,Furnish & Install Wall Base
SUCCESS,FINISH_TAG,Multiple small circular callouts labeled 'FX' along interior walls/edge lines in the roof-plan region (centered area).,"The region only shows generic finish tags 'FX' with no explicit label, schedule entry, or symbol identifying 'Wall Base' or any specific work item from 'Furnish & Install Wall Base'. There is no WB/Wall Base notation, no related finish schedule reference, and no explicit reference to the bid item.",NONE,WRONG,HIGH,"The highlighted region visually contains generic finish tags ('FX') and does not directly identify or reference the bid item 'Furnish & Install Wall Base'. There is no explicit 'Wall Base' label, schedule, or other finish indication that directly ties this region to the bid item. Without direct evidence, the association is not valid per the required criteria.",,1,518,region_000518,A-005,Furnish & Install Wall Base
SUCCESS,PLAN_GEOMETRY,"Callout bubbles with two-letter codes (BX, CX, FX) aligned along a continuous plan line; no label or symbol indicating wall base or other finish related to the bid item.","No direct depiction, label, or symbol for Furnish & Install Wall Base; only grid/callout references present",NONE,WRONG,HIGH,"The highlighted region shows plan geometry with circular two-letter callouts (BX, CX, FX) along a line. There is no explicit finish reference, baseboard symbol, or text stating 'Wall Base' or related finish, which would be required for a direct association to the bid item. Grid/callout references are not evidence of the bid item.",,1,519,region_000519,A-005,Furnish & Install Wall Base
SUCCESS,FINISH_TAG,"Circular finish tag labeled ""FV"" (finish tag) located along a wall segment in a roof-plan region on sheet A-005.","No explicit reference to 'Wall Base', 'WB', baseboard, or any direct indication of furnish/install wall base in this highlighted region.",NONE,WRONG,MEDIUM,"The highlighted region shows a finish tag (FV) on a roof plan, which does not directly identify or reference the bid item 'Furnish & Install Wall Base'. There is no explicit label for wall base, baseboard, or related work. The finish tag alone does not constitute a direct association to the bid item; its meaning is generic finish labeling rather than a specific wall-base installation item.",,1,520,region_000520,A-005,Furnish & Install Wall Base
SUCCESS,EQUIPMENT_TAG,BV,"There is a 'BV' equipment tag visible on a roof plan; no text, symbol, or reference directly indicating the bid item 'Furnish & Install Wall Base' or any wall finish work; no finish tag, schedule, or detail entry that explicitly ties to wall base.",NONE,WRONG,HIGH,"The highlighted region contains a two-letter equipment tag (BV) on a roof plan. It does not directly identify the bid item (Furnish & Install Wall Base). There is no wall base finish reference, schedule, or detail in or linked to this region. The tag is not a direct reference to the bid item; this is no direct association.",,1,521,region_000521,A-005,Furnish & Install Wall Base
SUCCESS,PLAN_GEOMETRY,"A small rectangular feature centered on a wall line within the roof plan. It shows two inner vertical lines and nearby dimension text (approx. 1-7/8) along the central area, with surrounding walls and plan geometry. No explicit finish or wall-base labeling is visible in the highlighted region.","No finish, material tag, or bid-item labeling related to Furnish & Install Wall Base is visible in the region. The region lacks any baseboard indication or schedule reference.",NONE,WRONG,HIGH,"The region contains a small, unlabeled rectangular feature on the roof plan with no finish/work indication or bid-item reference to 'Furnish & Install Wall Base.' Without explicit labeling or a direct finish reference, it does not visibly identify, locate, or reference the bid item. Therefore, there is no direct association to the original bid item; the evidence is purely plan geometry rather than a finish item.",,1,522,region_000522,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,BZ,"Region contains a grid/axis tag 'BZ'; no wall base, finish, schedule, or bid-item related notation present.",NONE,WRONG,HIGH,"The highlighted region shows only a grid reference label 'BZ' (a blue circular tag) and does not identify, locate, or reference the bid item 'Furnish & Install Wall Base'. There is no finish/work legend, material, or bid-item detail visible in this region to support a direct association.",,2,523,region_000523,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,Grid reference bubble labeled B2,No direct evidence of Furnish & Install Wall Base; region only shows a grid reference (B2),NONE,WRONG,HIGH,"The highlighted region contains a grid reference (B2) which does not identify, locate, or reference the bid item. Grid references are not bid items and provide no direct evidence for Furnish & Install Wall Base. Therefore there is no direct association between this region and the original bid item.",,1,524,region_000524,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B2,No direct bid item evidence; region shows a grid reference bubble (B2) and does not identify any furnishing/installation work.,NONE,WRONG,HIGH,"The highlighted region visibly contains a circular blue grid bubble labeled 'B2'. This is a grid reference, not a bid item or finish/work indication. Special rule for GRID_REFERENCE states it is NOT a bid item. Therefore there is no direct evidence connecting this region to the Bid Item 'Furnish & Install Wall Base', so the association is NONE (WRONG).",,1,525,region_000525,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B3,No direct bid item evidence; region shows a grid reference bubble labeled 'B3' used for locating elements on the sheet.,NONE,WRONG,HIGH,"The highlighted region contains a circular blue grid reference bubble with the label 'B3'. This is a grid reference indication, not a finish, material, or work item. There is no direct evidence that this region identifies, locates, or references the bid item 'Furnish & Install Wall Base'. Therefore, no direct association to the bid item is established.",,1,526,region_000526,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B3 grid reference bubble,"No direct evidence linking this region to the bid item. The region shows a grid reference bubble (B3) and does not depict a wall base, finish, or any work item directly associated with 'Furnish & Install Wall Base'.",NONE,WRONG,HIGH,"The highlighted region contains a circular grid bubble labeled B3, which is a grid reference marker. According to the rules, a grid reference is not a bid item and does not provide direct evidence of the bid item. Therefore it does not directly identify or reference the 'Furnish & Install Wall Base' region.",,1,527,region_000527,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,Grid reference bubble containing 'B1',"No direct evidence; region is a grid reference, not a finish/work tag or bid item.",NONE,WRONG,HIGH,"The highlighted region shows a grid reference bubble with 'B1'. Grid references are not bid items and do not directly identify the work (Furnish & Install Wall Base). There is no finish tag, material reference, or schedule entry directly tied to the bid item in this region; therefore the association is not direct.",,1,528,region_000528,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B1,"The region shows a B1 grid reference bubble/callout with dashed leader lines. There is no finish tag, material label, room label, schedule/detail entry, or any explicit reference to wall base or related bid item.",NONE,WRONG,HIGH,"A grid reference alone does not identify or locate the Furnish & Install Wall Base. The region must directly depict or label the bid item (e.g., wall base symbol/finish callout or a corresponding schedule/detail). Here, only a grid reference is visible, which provides location context but no direct evidence of the bid item.",,1,529,region_000529,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B4,No direct bid-item content visible; region shows only grid reference callout B4; grid references do not identify wall base or any furnish & install work.,NONE,WRONG,HIGH,"The highlighted region contains a grid reference bubble 'B4' and no indication of finish/work relevant to 'Furnish & Install Wall Base'. Per the GRID_REFERENCE rule, grid bubbles are not bid items and do not provide direct evidence for the specified bid item. Therefore, there is no direct association to the bid item.",,1,530,region_000530,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B4,"The region shows a grid callout labeled 'B4' with vertical dashed lines indicating grid positioning. There is no text, symbol, or tag that directly identifies or labels the wall base, finish, or any bid-item-related work.",NONE,WRONG,HIGH,"B4 is a grid reference bubble, not a bid-item or finish reference. It does not directly identify, locate, or reference the bid item 'Furnish & Install Wall Base'. Grid references are not bid items per the guidance, so no direct association exists.",,1,531,region_000531,A-005,Furnish & Install Wall Base
SUCCESS,OTHER,BX,NONE,NONE,WRONG,LOW,"The highlighted region contains a circular tag with the text 'BX' only. There is no explicit label, symbol, or schedule in this region that directly identifies the bid item 'Furnish & Install Wall Base' (e.g., no 'Wall Base', baseboard detail, or item/Schedule reference). The surrounding context shows general finish markers (FX) along walls, but these do not constitute direct evidence linking this region to the bid item. Therefore, there is no direct association to the bid item; the correct decision is WRONG with low confidence due to very limited evidence.",,1,532,region_000532,A-005,Furnish & Install Wall Base
SUCCESS,EQUIPMENT_TAG,"Blue circular callouts along a line labeled BX, CX, FX (finish/equipment tag markers) visible on the roof plan region.",No direct text or tag within the region that names or uniquely references 'Furnish & Install Wall Base' or its finish/work; the markers appear to be generic tags not tied to the bid-item description.,NONE,WRONG,MEDIUM,"The region contains generic two-letter tag markers (BX, CX, FX) that function as equipment/finish tags, not as a direct reference to the bid item 'Furnish & Install Wall Base'. The sheet is a roof plan (A-005) where wall-base work would not be directly represented or explicitly identified by these tags. No explicit finish/work for wall base is shown in this region.",,1,533,region_000533,A-005,Furnish & Install Wall Base
SUCCESS,FINISH_TAG,Blue circular finish-tag symbols labeled 'FV' located along wall lines within the highlighted region (indicative of finish labeling). No explicit 'WALL BASE' or baseboard symbol/text is visible in this region.,"No direct reference to 'Furnish & Install Wall Base' (no baseboard callout, symbol, or note identifying wall base). Finish tags present appear to relate to other finishes (likely floor-related) rather than wall base.",NONE,WRONG,HIGH,"The highlighted region shows finish-tag symbols (FV) along walls but contains no direct evidence of wall-base installation (no 'wall base' labeling, symbol, or related detailing). This sheet is a roof plan page (A-005, Bldg Types Roof Plan); there is no explicit wall-base detail visible in this region. OCR evidence is not sufficient to establish a direct association. Therefore, the bid item 'Furnish & Install Wall Base' is not directly represented by this region.",,1,534,region_000534,A-005,Furnish & Install Wall Base
SUCCESS,PLAN_GEOMETRY,"Portion of the roof plan geometry (roof area shading and structural lines) with surrounding grid/callout markers. No finish tags, room labels, schedules, or explicit bid-item references related to wall base are visible in this region.","No direct evidence of Furnish & Install Wall Base (no wall-base or baseboard labels, no finish schedule entry, no detail referencing wall base, no tag/symbol that explicitly ties to the bid item).",NONE,WRONG,HIGH,"The region shows roof-plan geometry and generic grid/callout annotations, not any finish/work identifying or labeling the bid item (Furnish & Install Wall Base). Special rules require direct identification of the bid item; none is present here. OCR hints (BV, CZ, etc.) refer to generic tags, not wall-base work. Therefore there is no direct association to the bid item.",,1,535,region_000535,A-005,Furnish & Install Wall Base
SUCCESS,PLAN_GEOMETRY,"A small portion of the interior wall/door area at the base of a wall. The region contains plan geometry and callouts (e.g., A-203/A-210) but no explicit finish label, no wall-base or baseboard tags, and no text referencing 'wall base' or related furnishing/install work.","No direct labeling or symbol indicating 'wall base' or any finish/work specific to furnishing and installing wall base. The region lacks a finish tag, finish schedule, or detail/detail callout tied to the bid item.",NONE,WRONG,MEDIUM,The highlighted region does not directly identify or reference the bid item 'Furnish & Install Wall Base'. It shows generic plan geometry and cross-references without any explicit finish/installation indication for wall base. No direct evidence ties this region to the bid item; OCR cues are not sufficient to override the visual evidence.,,1,536,region_000536,A-005,Furnish & Install Wall Base
SUCCESS,FINISH_TAG,Finish-tag callouts (FZ) visible as blue circled labels along the bottom edge of the highlighted region.,"The region shows finish-tag symbols (FZ) but contains no explicit reference to 'Furnish & Install Wall Base' or any wall-base work. There is no label, note, schedule, or detail in this region that directly identifies or links to the bid item.",NONE,WRONG,HIGH,"The highlighted region explicitly contains finish-tag callouts (FZ) on a roof plan. There is no direct evidence (no label, finish description, schedule, or detail) tying this region to 'Furnish & Install Wall Base'. A roof plan typically does not directly depict interior wall-base work, and no explicit wall-base reference is visible in the region. Therefore, there is NO DIRECT association with the bid item; the correct classification is WRONG.",,1,537,region_000537,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B2,"Region shows a blue-circled grid reference bubble with the text 'B2'. There is no label, symbol, or note that directly identifies or describes the bid item (Furnish & Install Wall Base) or its associated finish/work.",NONE,WRONG,HIGH,"The region is a grid reference bubble (B2), not a finish tag, room label with finish, detail/equipment tag, or any direct indication of the bid item. Per the guidance, grid references are not bid items and cannot constitute a direct association to 'Furnish & Install Wall Base'. Independent identification yields grid reference rather than a bid-item element; therefore no direct evidence links to the bid item.",,1,538,region_000538,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B2,No direct bid item evidence observed; region is a grid reference bubble.,NONE,WRONG,HIGH,"1) The highlighted region contains a grid reference label 'B2' (grid bubble). 2) Grid references are not bid items and do not directly identify or reference furnishing/installation work. 3) There is no finish/specification text, room label with finishes, schedule, or detail entry in this region that directly ties to 'Furnish & Install Wall Base'. 4) Therefore the region does not provide direct evidence for the original bid item; the association is NOT direct.",,1,539,region_000539,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B3,,NONE,WRONG,HIGH,"The highlighted region depicts a blue grid reference bubble labeled 'B3' along a dashed grid line. This is a grid reference indicator, not a bid item, finish, or work element. There is no direct evidence that this region identifies or references the original bid item (Furnish & Install Wall Base). Therefore, the association is NONE and the decision is WRONG.",,1,540,region_000540,A-005,Furnish & Install Wall Base
SUCCESS,GRID_REFERENCE,B3,Region contains a grid bubble with the label 'B3'; no text or symbol directly describing or labeling the bid item (Furnish & Install Wall Base).,NONE,WRONG,HIGH,"The highlighted region visibly shows a grid reference bubble labeled 'B3' rather than any finish, material, or work item. There is no direct labeling or depiction of 'Furnish & Install Wall Base' in this region. According to the rules, a grid reference is not a bid-item item and cannot directly establish the bid item.",,1,541,region_000541,A-005,Furnish & Install Wall Base
SUCCESS,GENERAL_NOTE,GENERAL NOTES - ROOF PLANS (A. COORDINATE ALL PENETRATIONS... I. DO NOT SCALE DRAWINGS),No direct evidence linking to 'Furnish & Install Precast Concrete Stair Treads'; the region presents general roof notes only.,NONE,WRONG,HIGH,"The highlighted region comprises General Notes for the Roof Plans, not any direct reference to the bid item 'Furnish & Install Precast Concrete Stair Treads.' There is no explicit finish/work item, material, or schedule for stairs or precast stair treads visible in this region; OCR/text does not show a direct association to the bid item.",,1,542,region_000542,A-005,Furnish & Install Precast Concrete Stair Treads
SUCCESS,PLAN_GEOMETRY,"BLDG TYPE KEY PLAN with small blocks labeled A, B, C, D (building type key plan)","No direct finish or wall-covering reference is visible in this region. It shows a building-type key plan (BLDG TYPE KEY PLAN) used for type identification, not a finish schedule or wall finish reference.",NONE,WRONG,HIGH,"The region visibly contains a building-type key plan with labeled blocks (A, B, C, D) and the title 'BLDG TYPE KEY PLAN'. There is no explicit indication of wall finishes, finish schedule, or wall coverings. Thus there is no direct evidence that this region identifies, locates, or references the Bid Item 'Furnish & Install Wall Finishes Per Finish Schedule And Elevations'. It represents plan geometry/type classification, not the wall finish work. Therefore the association is NONE (not direct).",,1,543,region_000543,A-101CD,Furnish & Install Wall Finishes Per Finish Schedule And Elevations
SUCCESS,PLAN_GEOMETRY,"BLDG TYPE KEY PLAN inset showing small block diagrams labeled 1–5 with color-coding; text 'BUILDING TYPE KEY PLAN' appears. No finish-related text, schedules, or material references are visible in this highlighted region.","No direct reference to wall finishes, wall coverings, finish schedules, or elevations within this region. It is a Building Type Key Plan inset, not a finish item.",NONE,WRONG,HIGH,"The region visually depicts a Building Type Key Plan inset (PLAN_GEOMETRY) and does not identify, locate, or reference the original bid item 'Furnish & Install Wall Finishes Per Finish Schedule And Elevations' (Wall Covering). There is no finish-related tag, schedule entry, or material indication visible in the region. Therefore there is no direct evidence linking this region to the bid item; the proper decision is WRONG.",,1,544,region_000544,A-101CD,Furnish & Install Wall Finishes Per Finish Schedule And Elevations
SUCCESS,PLAN_GEOMETRY,"BLDG TYPE KEY PLAN inset showing unit labels A, B, BR, C, BR, D (the region contains the text A B BR C BR D and small schematic boxes)","No direct reference to wall finishes or finish schedule; the region is a Building Type Key Plan inset, not a finish detail",NONE,WRONG,HIGH,"The highlighted region is a Building Type Key Plan inset. It displays unit/type labels (A, B, C, D) and bedroom abbreviations (BR) within a schematic key, not any finish or wall-covering information. There is no explicit indication of wall finishes, finish schedules, or elevations. Without relying on OCR, the image evidence shows only plan-geometry labeling, which does not directly identify the bid item. Therefore, there is no direct association to Furnish & Install Wall Finishes.",,1,545,region_000545,A-101CD,Furnish & Install Wall Finishes Per Finish Schedule And Elevations
SUCCESS,PLAN_GEOMETRY,BLDG TYPE KEY PLAN panel image showing small inset diagrams labeled 1–5 with color shading (inset titled 'BLDG TYPE KEY PLAN'),"Region contains only a Building Type Key Plan; there is no finish schedule, wall covering label, or finish-related notation visible that would directly identify Furnish & Install Wall Finishes.",NONE,WRONG,HIGH,"The highlighted region visibly shows a Building Type Key Plan (BLDG TYPE KEY PLAN) used to distinguish building blocks/types. It does not contain any finish-related content (no wall finishes, finish schedule, or wall covering labeling). Therefore there is no direct evidence linking this region to the Bid Item 'Furnish & Install Wall Finishes Per Finish Schedule And Elevations'; any relation would be indirect at best and not sufficient for a direct association.",,1,546,region_000546,A-101CD,Furnish & Install Wall Finishes Per Finish Schedule And Elevations
SUCCESS,PLAN_GEOMETRY,"Small cluster of room blocks with abbreviations such as BR, A, B, C, D and numbers (1–5); appears to be a portion of the floor plan with room labels and color shading, not a finish tag. The OCR reads “E BR A” in the region, but there is no finish schedule text.","No explicit finish or wall covering tag, finish schedule reference, or wall finish note is visible within the highlighted region. The region shows layout/room labeling rather than a finish-related designation.",NONE,WRONG,HIGH,"Direct evidence linking this region to the bid item “Furnish & Install Wall Finishes Per Finish Schedule And Elevations” is missing. The region contains plan geometry and room labels (e.g., BR) with color blocks, but no explicit wall finish type, finish schedule reference, or finish callout that directly identifies wall finishes for the bid item. OCR content alone does not establish a direct association, and relying on same-trade or related concepts would be indirect, which is not permitted for a RIGHT association.",,1,547,region_000547,A-101CD,Furnish & Install Wall Finishes Per Finish Schedule And Elevations
SUCCESS,GENERAL_NOTE,A. ALL NEW WALL ASSEMBLIES ARE CONTINUOUS TO BOTTOM OF DECK UNLESS NOTED OTHERWISE.,Direct reference to wall assemblies continuous to bottom of deck; aligns with Bid Item 'Furnish & Install Wall Framing Continuous To Deck',DIRECT,RIGHT,HIGH,"The region visibly contains a general note that specifically states 'ALL NEW WALL ASSEMBLIES ARE CONTINUOUS TO BOTTOM OF DECK UNLESS NOTED OTHERWISE.' This directly identifies the work scope (wall assemblies/framing) and the required condition (continuous to the bottom of the deck), which maps directly to the original bid item. OCR notes aside, the image text provides a direct, explicit link to the bid item rather than an indirect association.",,1,548,region_000548,A-101CD,Furnish & Install Wall Framing Continuous To Deck And As Per General Notes
SUCCESS,GENERAL_NOTE,"C. WHERE THE FINISH SCHEDULE OR INTERIOR ELEVATIONS CALL FOR TILE, REPLACE GYPSUM BOARD SHOWN IN THE WALL'S ASSEMBLY WITH TILE BACKER BOARD WHERE TILE OCCURS. REPLACE OTHER GYPSUM BOARD SHOWN IN THAT WALL'S ASSEMBLY WITH MOISTURE RESISTANT GYPSUM BOARD WHERE NO TILE OCCURS.","Tile backer board and moisture resistant gypsum board are specified in the region; it instructs to replace gypsum board with tile backer board where tile occurs and replace other gypsum board with moisture resistant gypsum board where no tile occurs, directly naming the components of the bid item.",DIRECT,RIGHT,HIGH,The region visibly contains explicit references to tile backer board and moisture resistant gypsum board and provides direct instructions to use these materials in wall assemblies based on tile presence. This is a direct material/work association to the Bid Item (Furnish & Install Tile Backer Board And Moisture Resistant Gypsum Board In Wet Areas). No inference or OCR-based reasoning is needed.,,1,549,region_000549,A-101CD,Furnish & Install Tile Backer Board And Moisture Resistant Gypsum Board In Wet Areas
SUCCESS,GENERAL_NOTE,F.O.S.,"The region contains the annotation 'F.O.S.' (FACE OF STUD) per the project legend. This is a direct label indicating the location/face of wall studs, which is a core element of wall framing layout coordination.",DIRECT,RIGHT,HIGH,"The highlighted region shows the text 'F.O.S.' which, per the legend meaning provided on the sheet (FACE OF STUD), directly identifies the wall framing element (face of studs). This is a specific annotation tied to wall framing layout coordination, not just a related topic or general note. There is no need to infer from OCR beyond the visible label; the label itself directly references the bid-item scope.",,1,550,region_000550,A-101CD,Furnish & Install Wall Framing Layout And Coordination
SUCCESS,GENERAL_NOTE,F.O.S.,NONE,NONE,WRONG,MEDIUM,"1) The highlighted region shows the text 'F.O.S.' (Face Of Stud) as a general framing annotation on the Level 01 floor plan. 2) This is a typical drafting note used in wall framing drawings, not a direct label or explicit reference to a specific bid item. It does not identify or label the work as 'Furnish & Install Wall Framing Layout And Coordination', nor does it show a detail, schedule, or explicit coordination reference tied to the bid item. 3) If evaluated independently of the bid item, the region would be interpreted as a construction note for wall framing conventions rather than as evidence of the required bid item. 4) There is no direct evidence (e.g., a wall-framing layout callout, a coordination detail, or a schedule item that explicitly corresponds to the bid item) tying this region to the Original Bid Item. 5) Relying on same-trade or proximity arguments would be indirect and not acceptable per the audit rules. Therefore, the association is not direct, and the region is incorrectly associated with the bid item.",,1,551,region_000551,A-101CD,Furnish & Install Wall Framing Layout And Coordination
SUCCESS,GENERAL_NOTE,F.O.S. (Face Of Stud),"The highlighted region contains the label 'F.O.S.' (Face Of Stud), a standard wall framing annotation used on framing/layout drawings to designate the location/orientation of studs. This is a direct, explicit reference to wall framing elements, not a generic note or coincidental text.",DIRECT,RIGHT,HIGH,"The region visibly shows a 'F.O.S.' tag (Face Of Stud) on or near wall lines, which is a direct indication of wall framing layout. This is a specific framing annotation tied to the bid item 'Furnish & Install Wall Framing Layout And Coordination' (Metal Framing). It is not merely a related trade or a general note; it directly identifies a component of the wall framing work.",,1,552,region_000552,A-101CD,Furnish & Install Wall Framing Layout And Coordination
SUCCESS,SPECIFICATION_TEXT,F.O.S. (Face Of Stud),The region contains the text 'F.O.S.' which is a standard face-of-stud tag used in wall framing layouts; this directly references the wall framing coordination/work referenced by the bid item.,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows 'F.O.S.' (Face Of Stud), a direct tagging used in wall framing/layout coordination. This is a specific, explicit reference to the wall framing element rather than a generic room label, grid, or specification text. It demonstrates a direct association to the bid item (Furnish & Install Wall Framing Layout And Coordination) rather than an indirect or unrelated reference.",,2,553,region_000553,A-101CD,Furnish & Install Wall Framing Layout And Coordination
SUCCESS,PLAN_GEOMETRY,F.O.S. (Face Of Stud) label near wall framing,"Region directly labels a wall framing component (face of stud), which is a core element of Furnish & Install Wall Framing Layout",DIRECT,RIGHT,HIGH,"The highlighted region shows the annotation 'F.O.S.' which stands for Face Of Stud, a direct reference to the studs used in wall framing. This is a concrete, on-drawing indication of a framing element within the Level 01 Floor Plan (Blocks C & D). It is not merely a room label, grid, or general note; it explicitly identifies the framing component, supporting a direct association to the bid item 'Furnish & Install Wall Framing Layout And Coordination' (Metal Framing).",,1,554,region_000554,A-101CD,Furnish & Install Wall Framing Layout And Coordination
